Section,Subsection,Question,Answer,Answer Context,Handbook Reference,Figure Numbers,Figure Captions
Otology,Tinnitus,Why does my ringing seem worse at night when I am trying to sleep?,Tinnitus is often more noticeable in quiet settings because there is less background sound to mask it. Worrying about the noise can also make it feel more intrusive.,"Tinnitus commonly becomes prominent during silence because ordinary environmental sound no longer masks internal auditory perception. Anxiety and focused attention can heighten awareness of the symptom. Reassurance, coping strategies, tinnitus retraining therapy, noise generators, and hearing aids may reduce its impact in selected patients.",Otology > Tinnitus > Treatment; revised PDF p. 58,,
Otology,Tinnitus,Why is a heartbeat-like noise in my ear taken more seriously than ordinary ringing?,"Pulsatile tinnitus may come from turbulent blood flow or vascular causes, so it often needs more targeted assessment than non-pulsatile tinnitus.","Pulsatile tinnitus is synchronous with the heartbeat and is usually related to turbulent blood flow reaching the cochlea. Causes include carotid atherosclerosis, vascular malformations, arteriovenous fistulas, and vascular tumours such as glomus tympanicum or glomus jugulare. Imaging may include MR or CT angiography.",Otology > Tinnitus > Pulsatile tinnitus; revised PDF pp. 56–57,,
Otology,Tinnitus,Why might a hearing aid help my tinnitus if my main complaint is ringing?,"If tinnitus is associated with hearing loss, a hearing aid may improve external sound input and help mask the tinnitus.","Hearing loss can reduce external auditory stimulation, allowing tinnitus to become more prominent. Amplification through a hearing aid may improve hearing and provide a masking effect. This approach is especially relevant when tinnitus coexists with measurable hearing loss on audiological testing.",Otology > Tinnitus > Treatment; revised PDF p. 58,,
Otology,Facial Nerve Palsy,Why has one side of my face suddenly become weak or droopy?,"Facial weakness can occur when the facial nerve is affected. Bell’s palsy is common, but it is a diagnosis of exclusion, so other causes such as infection, trauma, stroke, tumour, or ear disease must be considered.","Facial nerve palsy is temporary or permanent paralysis of cranial nerve VII. Idiopathic Bell’s palsy is the most common cause but should only be concluded after considering trauma, Ramsay Hunt syndrome, acute or chronic otitis media, malignant otitis externa, parotid or temporal bone tumour, systemic inflammatory disease, and cerebrovascular events.",Otology > Facial Nerve Palsy > Causes and differential diagnoses; revised PDF p. 59,,
Otology,Facial Nerve Palsy,Why did the doctor ask me to raise my eyebrows and close my eyes tightly?,These movements test different branches of the facial nerve. They help estimate the severity and pattern of the weakness.,"Facial nerve function is assessed by observing facial tone and testing branch-specific movements, including eyebrow elevation, tight eye closure, nose wrinkling, cheek puffing, and showing the teeth. Forehead sparing suggests an upper motor neuron pattern, while forehead involvement is more consistent with lower motor neuron facial palsy.",Otology > Facial Nerve Palsy > Signs and House-Brackmann grading; revised PDF p. 60,,
Otology,Facial Nerve Palsy,Why is eye care so important when my facial nerve is weak?,"If the eyelid does not close properly, the eye can dry out and the cornea can become damaged. Artificial tears, taping the eyelid, and ophthalmology review may be needed.","Facial nerve palsy can impair eyelid closure, exposing the cornea to dryness and injury. Without eye protection, corneal scarring and even blindness may occur. General management therefore prioritises artificial tears, eyelid protection, and referral to ophthalmology when eye closure is impaired.",Otology > Facial Nerve Palsy > Complications and treatment; revised PDF pp. 60–61,,
Otology,Facial Nerve Palsy,Why did the doctor examine my ear when my main problem is facial weakness?,"Some ear conditions can affect the facial nerve, including acute otitis media, chronic ear disease, cholesteatoma, or malignant otitis externa.",The facial nerve travels in close anatomical relation to the middle ear and temporal bone. Otoscopy may reveal acute otitis media or cholesteatoma as causes of facial weakness. Audiometry can identify conductive loss from cholesteatoma or asymmetrical sensorineural loss suggesting a cerebellopontine angle lesion.,Otology > Facial Nerve Palsy > Otoscopy and investigations; revised PDF pp. 60–61,,
Otology,Otalgia,Why can my ear hurt even though the doctor says the ear itself looks normal?,"Ear pain can be referred from other areas of the head and neck. Dental problems, jaw-joint problems, throat disease, sinus inflammation, and neck problems can all be felt as ear pain.","Otalgia may originate from the ear or be referred through shared sensory nerve pathways. Cranial nerves V, VII, IX, and X, and cervical nerves C2 and C3, can transmit pain perceived in the ear. A normal eardrum with persistent or severe pain should prompt assessment of dental, nasal, throat, jaw, salivary, laryngeal, and cervical causes.",Otology > Otalgia > Referred otalgia; revised PDF pp. 62–63,,
Otology,Otalgia,Why does my ear pain get worse when I chew or open my mouth?,Pain in front of the tragus that worsens with eating can suggest temporomandibular joint dysfunction rather than a primary ear infection.,"Temporomandibular joint dysfunction can refer pain to the ear through trigeminal nerve pathways. The eardrum may appear normal, while tenderness over the jaw joint, clicking, misalignment, or pain with chewing supports a jaw-related source rather than otitis media or otitis externa.",Otology > Otalgia > TMJ dysfunction; revised PDF p. 62,,
Otology,Otalgia,Why is severe ear pain in an older diabetic person concerning?,"Severe ear pain in someone with diabetes or reduced immunity can suggest necrotising otitis externa, a serious infection that can spread to the bone at the skull base.","Necrotising otitis externa is a severe progressive infection of the external ear canal that can extend to the lateral skull base and cause osteomyelitis. It is especially concerning in elderly, diabetic, or immunocompromised patients, particularly when pain is severe, unilateral, disproportionate, or associated with granulation tissue or cranial nerve palsies.",Otology > Otalgia > Necrotising otitis externa red flags; revised PDF p. 62,,
Otology,Otalgia,Why did the doctor ask about throat symptoms when I came in for ear pain?,"Throat disease can refer pain to the ear, so the clinician checks for symptoms that might point to tonsillitis, peritonsillar abscess, or more serious throat pathology.","The glossopharyngeal nerve and vagus nerve provide sensory pathways through which oropharyngeal and laryngeal disease may be perceived as ear pain. Persistent otalgia with a normal ear examination requires careful assessment for referred causes, including peritonsillar abscess, tonsillitis, oropharyngeal carcinoma, and laryngeal cancer.",Otology > Otalgia > Referred otalgia and red flags; revised PDF p. 63,,
Otology,Otorrhoea,Is ear discharge always abnormal?,"Not always. Wax discharge can be normal, but pus, blood, mucus, persistent watery discharge, or foul-smelling discharge should be assessed.","Otorrhoea may consist of wax, pus, blood, mucus, or cerebrospinal fluid. Wax can be physiological, whereas purulent, bloody, foul-smelling, chronic, or clear watery discharge may indicate infection, perforation, cholesteatoma, trauma, skull base pathology, or cerebrospinal fluid leak.",Otology > Otorrhoea > Description; revised PDF p. 64,,
Otology,Otorrhoea,Why does the doctor ask how long my ear has been discharging?,Duration helps separate short-term infection from chronic middle-ear disease. A chronic one-sided discharge can raise concern for chronic otitis media or cholesteatoma.,"Focused history for otorrhoea includes duration, pain, fever, systemic symptoms, hearing loss, dizziness, foreign body insertion, facial weakness, trauma, and topical antibiotic use. Chronic unilateral discharge, especially with hearing loss or foul smell, suggests chronic otitis media or cholesteatoma.",Otology > Otorrhoea > History; revised PDF p. 64,,
Otology,Otorrhoea,Why is clear watery fluid from the ear after head injury worrying?,Clear watery ear discharge after trauma may represent cerebrospinal fluid leakage and should be assessed urgently.,"A history of trauma or skull base surgery with clear watery otorrhoea raises concern for CSF otorrhoea. This differs from wax, pus, mucus, or blood-stained discharge and may indicate a communication between the subarachnoid space and the ear, requiring careful specialist evaluation.",Otology > Otorrhoea > Differential diagnosis; revised PDF p. 65,,
Otology,Otitis Externa,Why does my ear hurt more when I pull on it or press the little flap in front of it?,"Pain when moving the pinna or pressing the tragus is typical of inflammation in the external ear canal, called otitis externa.","Otitis externa is inflammation of the external auditory canal. It commonly causes severe otalgia, itching, discharge, and hearing loss. Pain on pinna or tragus movement localises inflammation to the external canal rather than the middle ear, especially when canal swelling, erythema, and purulent discharge are present.",Otology > Otitis Externa > Symptoms and signs; revised PDF pp. 66–67,[29],Figure 29: Otitis Externa (Courtesy of Elef-ENT).
Otology,Otitis Externa,Can swimming or cleaning my ears too much cause an ear canal infection?,"Yes. Swimming, humid conditions, scratching, excessive cleaning, eczema, hearing aids, diabetes, and reduced immunity can all increase the risk of otitis externa.","Otitis externa risk increases when the external canal environment is disrupted. Moisture, trauma from scratching or cleaning, skin disease, impaired ventilation from hearing aids, and immunosuppression can compromise the canal’s protective barrier, allowing bacterial or fungal infection to develop.",Otology > Otitis Externa > Risk factors; revised PDF p. 66,[29],Figure 29: Otitis Externa (Courtesy of Elef-ENT).
Otology,Otitis Externa,Why would the doctor put a small sponge-like wick into my ear canal?,"If the canal is very swollen, a Pope wick helps keep it open and allows antibiotic drops to reach the inflamed canal wall.","Severe otitis externa can oedematously narrow or obstruct the external auditory canal, preventing topical drops from reaching the diseased skin. A Pope wick expands when wet, stents the canal open, and improves contact between antibiotic-steroid drops and the canal wall.",Otology > Otitis Externa > Treatment; revised PDF p. 68,[29],Figure 29: Otitis Externa (Courtesy of Elef-ENT).
Otology,Otitis Externa,Why might a CT scan be needed for what sounds like an outer ear infection?,"If necrotising otitis externa is suspected, urgent CT imaging is needed because the infection can spread to the skull base bone.","Necrotising otitis externa is a potentially fatal progression of external canal infection into osteomyelitis of the lateral skull base. Severe unilateral pain, diabetes, immunocompromise, poor response to antibiotics, granulation tissue, or cranial nerve involvement justify urgent imaging and hospital-level management.",Otology > Otitis Externa > Investigations and complications; revised PDF p. 67,[29],Figure 29: Otitis Externa (Courtesy of Elef-ENT).
Otology,Acute Otitis Media,Why did my child get an ear infection after a cold?,A cold can inflame the upper airway and block the Eustachian tube. This can allow infection and fluid to build up in the middle ear.,"Acute otitis media often follows an upper respiratory tract infection. Swelling obstructs the Eustachian tube, impairing ventilation and drainage of the middle ear. Ascending infection then causes hyperaemia of the middle-ear mucosa and production of purulent exudate, leading to pain, fever, hearing loss, and a bulging tympanic membrane.",Otology > Acute Otitis Media > Causes; revised PDF p. 69,[30],Figure 30: Bulging tympanic membrane in AOM (Courtesy of Elef ENT).
Otology,Acute Otitis Media,Why did my child’s ear pain suddenly improve and then start leaking pus?,"If pressure builds behind the eardrum, the eardrum may perforate. Pain can improve when pressure is released, but purulent discharge may then appear.","In acute otitis media, inflammatory exudate accumulates in the middle ear and increases pressure against the tympanic membrane. If the membrane perforates, pressure and pain may reduce abruptly while infected discharge drains through the ear canal, sometimes causing secondary otitis externa.",Otology > Acute Otitis Media > Symptoms and signs; revised PDF p. 70,[30],Figure 30: Bulging tympanic membrane in AOM (Courtesy of Elef ENT).
Otology,Acute Otitis Media,Does every middle-ear infection need antibiotics immediately?,"Not always. Pain relief and fever control are important first. If symptoms fail to improve within 24–48 hours, oral antibiotics may be considered.","Initial management of uncomplicated acute otitis media includes analgesia and antipyretics. Antibiotics may be considered when symptoms fail to improve within 24–48 hours. First-line treatment may include amoxicillin, with escalation to co-amoxiclav if there is no improvement.",Otology > Acute Otitis Media > Treatment; revised PDF p. 71,[30],Figure 30: Bulging tympanic membrane in AOM (Courtesy of Elef ENT).
